epoch,accuracy,loss,val_accuracy,val_loss
0,0.55991125,1.3319346724882635,0.7241379022598267,0.8840898261244955
1,0.6575444,0.9629390945095988,0.7306034564971924,0.7656703178995642
2,0.6923077,0.8594673122527331,0.75,0.7408012606460472
3,0.7019231,0.8079380368339945,0.7144396305084229,0.7735886534611727
4,0.71153843,0.779194745262699,0.7650862336158752,0.7096184050214702
5,0.7300296,0.7260750327589949,0.7801724076271057,0.6732065117564695
6,0.7389053,0.7081256997303145,0.7683189511299133,0.714904378457316
7,0.75073963,0.6851059354444933,0.7683189511299133,0.6960530819307114
8,0.75221896,0.6671274891619147,0.7823275923728943,0.6572590897437828
9,0.7670118,0.6432752819103602,0.7909482717514038,0.6786519173404266
10,0.7622042,0.6403544525775684,0.7683189511299133,0.6777917413875975
11,0.76849115,0.6201725975119856,0.7855603694915771,0.6558363561614834
12,0.7710799,0.609961176676863,0.7834051847457886,0.668406336343494
13,0.7825444,0.5965494783319665,0.7898706793785095,0.6615083195782941
14,0.7781065,0.5927049538792943,0.7844827771186829,0.6683481710095858
15,0.7928994,0.5807791563886158,0.7823275923728943,0.6769599030115481
16,0.7892012,0.5721919556870263,0.78125,0.6670658051453787
17,0.7928994,0.5636868738740154,0.7844827771186829,0.6449415893775636
18,0.8006657,0.5487710030297556,0.7834051847457886,0.6757535576691915
19,0.7977071,0.5510526474499138,0.7887930870056152,0.645428603964633
20,0.80288464,0.5377134380079586,0.7834051847457886,0.6545705941730532
21,0.81213015,0.5301487393809493,0.7909482717514038,0.6509034918171579
22,0.8158284,0.5240659054214433,0.7920258641242981,0.6576878715563437
23,0.8206361,0.5075551000308003,0.7844827771186829,0.6616557304715288
24,0.8143491,0.5140127050277044,0.7834051847457886,0.6483784610212877
25,0.81286985,0.5069579352464901,0.7909482717514038,0.6451513078706018
26,0.8206361,0.50326054741645,0.798491358757019,0.6564793397897276
27,0.8243343,0.4890389448615926,0.7866379022598267,0.667437753736459
28,0.82803255,0.4846391667275739,0.7758620977401733,0.6910228907805065
29,0.82507396,0.4944460987603876,0.7887930870056152,0.6523206387807069
30,0.8272929,0.47830028241202677,0.7898706793785095,0.6585439464783874
31,0.83136094,0.47057047742005637,0.774784505367279,0.677104748913954
32,0.8420858,0.46240204422784276,0.7931034564971924,0.6343522442119389
33,0.8398669,0.46076390623340946,0.7758620977401733,0.6701290439814329
34,0.8398669,0.45869537487008866,0.787715494632721,0.6526970972531828
35,0.841716,0.450583739305389,0.7790948152542114,0.6673624241275007
36,0.83801776,0.4507142268341674,0.7866379022598267,0.6830514983177699
37,0.8339497,0.4560938266783776,0.7855603694915771,0.6607056915246207
38,0.8454142,0.44031055461196505,0.7823275923728943,0.6742744990463915
39,0.84652364,0.437712526973888,0.7920258641242981,0.6519330253760363
40,0.8517012,0.43488093685998014,0.7834051847457886,0.6673561238908562
41,0.84948224,0.4322012829092833,0.7995689511299133,0.6641062219338171
42,0.85465974,0.42682153400937484,0.7780172228813171,0.6773203218933838
43,0.84319526,0.43376205671997464,0.7855603694915771,0.6532109949159725
44,0.8568787,0.42184460815593333,0.7866379022598267,0.6506466154522937
45,0.8557692,0.41723312759364145,0.7855603694915771,0.6765086772562615
46,0.85465974,0.41395591516819225,0.7844827771186829,0.6630861355184481
47,0.8539201,0.41315279067797067,0.78125,0.6836046525116625
48,0.85724854,0.41357710895806377,0.7780172228813171,0.6573985251116341
49,0.8598373,0.4040243843867934,0.78125,0.6508329998830269
50,0.86427516,0.4038925199113654,0.767241358757019,0.6863798089004283
51,0.86464494,0.39556396571842173,0.7780172228813171,0.6655435397064892
52,0.8587278,0.3981051836493453,0.7834051847457886,0.6547381108434036
53,0.86945266,0.39356543568993463,0.7823275923728943,0.6564472954848717
54,0.8587278,0.39171217981527545,0.7898706793785095,0.6654180261980871
55,0.86945266,0.3919406812307397,0.7941810488700867,0.6568613176972702
56,0.87056214,0.3845266185304117,0.78125,0.6673750828245076
57,0.86760354,0.38683544452021107,0.7769396305084229,0.6453384131450077
58,0.87463015,0.38109230250120163,0.7844827771186829,0.6806837917016498
59,0.87426037,0.3728718110002004,0.774784505367279,0.67995560204546
60,0.8709319,0.37665039631565644,0.7758620977401733,0.6797341752540449
61,0.8801775,0.37172712323933665,0.7737069129943848,0.663606957339778
62,0.87647927,0.3647245162954697,0.7844827771186829,0.652524775664868
63,0.8786982,0.3678491840348441,0.7855603694915771,0.6706123735177619
64,0.87536985,0.36427185165326625,0.7780172228813171,0.6638754866053832
65,0.88461536,0.3628283994349502,0.7801724076271057,0.672712307294895
66,0.8783284,0.3602080577488482,0.7866379022598267,0.66614347082916
67,0.88054734,0.3593375835148893,0.7834051847457886,0.680436745575019
68,0.8868343,0.3517611779757505,0.7780172228813171,0.662591994515267
69,0.8816568,0.35491898025457674,0.7780172228813171,0.657609920563369
70,0.88091713,0.3495444132114303,0.764008641242981,0.6957602386266507
71,0.8820266,0.3549400646922856,0.7780172228813171,0.6733752860334413
72,0.8890532,0.3478613537708683,0.7801724076271057,0.6794909629970789
73,0.88054734,0.3433747276575608,0.7790948152542114,0.6652037749580783
74,0.89275146,0.33952707554814376,0.7618534564971924,0.7076659093707286
75,0.89090234,0.33923643324854813,0.7823275923728943,0.6771903228143166
76,0.8931213,0.3380641650695067,0.7737069129943848,0.6776811838278483
77,0.8864645,0.3396377795370373,0.7834051847457886,0.6678217714652419
78,0.89349115,0.3327264877906918,0.7758620977401733,0.6922648265829374
79,0.89386094,0.3321316601080302,0.7737069129943848,0.6715083647968954
80,0.8868343,0.3396434147109294,0.7726293206214905,0.692661092969878
81,0.89755917,0.32821039185368805,0.774784505367279,0.6939089470382395
82,0.8964497,0.32863391882921816,0.7898706793785095,0.6970568011225812
83,0.89571005,0.32394862554129766,0.7726293206214905,0.6827927601748499
84,0.8994083,0.3246781626308458,0.7758620977401733,0.6828168576005204
85,0.8964497,0.32457236099172626,0.7823275923728943,0.6679582151038379
86,0.90273666,0.318238717828982,0.7769396305084229,0.7004288882017136
87,0.8946006,0.3179095148070324,0.7866379022598267,0.6810243233781437
88,0.9012574,0.31604734036696736,0.7758620977401733,0.68216990528564
89,0.90569526,0.30825941498286624,0.7823275923728943,0.6897408351430605
90,0.8994083,0.3118487596511841,0.7769396305084229,0.675829489362137
91,0.9079142,0.30765011523073243,0.7790948152542114,0.6780418705452105
92,0.8997781,0.3141179133272735,0.7737069129943848,0.6908673294659319
93,0.90902364,0.3025750365527071,0.7726293206214905,0.68658855348697
94,0.9075444,0.30623717539938244,0.767241358757019,0.7217567116985547
95,0.9001479,0.30905032475319133,0.7715517282485962,0.706280140334676
96,0.90088755,0.30374916545914477,0.7715517282485962,0.6992115479219576
97,0.9112426,0.3000263931703638,0.7801724076271057,0.708001908364481
98,0.9023669,0.3026011256423928,0.7693965435028076,0.7166888848717871
99,0.914571,0.2953726211507645,0.7704741358757019,0.6974335685693498
100,0.90976334,0.2952366232783837,0.767241358757019,0.7243592390983269
101,0.90865386,0.297285650829239,0.7780172228813171,0.68209260602578
102,0.9101331,0.2956020485984503,0.7726293206214905,0.7178206015378237
103,0.91198224,0.28981396648481755,0.774784505367279,0.7056799970952601
104,0.91568047,0.2896510057107231,0.7790948152542114,0.6935171702041708
105,0.91087276,0.28807443071751904,0.7726293206214905,0.7017637343499167
106,0.9160503,0.2858806279813044,0.774784505367279,0.6890815892738515
107,0.90902364,0.28813039044127664,0.7780172228813171,0.7404905861436293
108,0.9182692,0.2833655508532679,0.7790948152542114,0.7085998201871226
109,0.9112426,0.2865270896864361,0.7790948152542114,0.7008051683098592
110,0.91161245,0.2825478256718647,0.787715494632721,0.711793055179818
111,0.91383135,0.28546735587028355,0.7661637663841248,0.7118168566375971
112,0.9175296,0.2762286970336762,0.767241358757019,0.7184501227376789
113,0.91974854,0.27934552951765484,0.7715517282485962,0.7060323859853991
114,0.9193787,0.27403503107513194,0.7834051847457886,0.699161786457588
115,0.91494083,0.2785160893783767,0.7704741358757019,0.7297240989925019
116,0.92159766,0.2741833917311663,0.7769396305084229,0.6890313918220585
117,0.91900885,0.27356585437024133,0.7737069129943848,0.6993180739468542
118,0.91863906,0.26763598030135477,0.7758620977401733,0.7517844967800995
119,0.9204882,0.2698953188955784,0.7887930870056152,0.7201228627035844
120,0.9212278,0.26725623421591416,0.7758620977401733,0.7229282197317687
121,0.9230769,0.2663025337122601,0.7769396305084229,0.6942937559094923
122,0.9241864,0.2664798263173837,0.7715517282485962,0.7116384354002517
123,0.92899406,0.2632667079303392,0.7693965435028076,0.7052933381998847
124,0.9282544,0.2602309645897538,0.7607758641242981,0.7523805492011637
125,0.92011833,0.26694892333633097,0.774784505367279,0.7131174215404638
126,0.9241864,0.2663356053185533,0.7715517282485962,0.7141962352465709
127,0.9323225,0.2592665072772983,0.7780172228813171,0.738840593795838
128,0.93010354,0.257954355307232,0.7790948152542114,0.7321026594988231
129,0.9304734,0.2556221422094565,0.774784505367279,0.7271891260712311
130,0.9275148,0.25363889499705217,0.7769396305084229,0.7044150004934134
131,0.92899406,0.2535006004060514,0.7758620977401733,0.7134920000580365
132,0.9308432,0.2505686476650323,0.7801724076271057,0.7117408584835457
133,0.92973375,0.2533925853272867,0.7726293206214905,0.7130533273107019
134,0.931213,0.24931069979300866,0.7693965435028076,0.6974974358454347
135,0.92973375,0.25170753777203475,0.7726293206214905,0.7179684035865397
136,0.92973375,0.24821799755449125,0.7704741358757019,0.7143492870803537
137,0.9393491,0.24750268829644784,0.7834051847457886,0.7181830172394884
138,0.93897927,0.2452109386846864,0.7758620977401733,0.7199758614638242
139,0.92899406,0.2509472650095556,0.7737069129943848,0.7597428475474489
140,0.93306214,0.24565297129327024,0.774784505367279,0.7260216302720124
141,0.9334319,0.24543465164727007,0.7737069129943848,0.728115729634361
142,0.9386095,0.24193685215253097,0.78125,0.7047696017885002
143,0.93158287,0.24214812544499628,0.7629310488700867,0.7369878707004005
144,0.9393491,0.23882115722672473,0.7758620977401733,0.7281125065838469
145,0.9386095,0.23918848458302797,0.7823275923728943,0.7187253545712808
146,0.9356509,0.23976528644561768,0.7834051847457886,0.7156620020335861
147,0.9341716,0.23748851126644033,0.7693965435028076,0.7150542745366693
148,0.9363905,0.23828453680820014,0.7790948152542114,0.7519708416456806
149,0.93676037,0.23744138940816095,0.7596982717514038,0.7783980424804934
150,0.9386095,0.23560341055223927,0.7790948152542114,0.726399105202792
151,0.93676037,0.23567309620729565,0.7790948152542114,0.7398258436085849
152,0.93971896,0.23480525764928767,0.7780172228813171,0.7249491917419022
153,0.9423077,0.23097003917016926,0.7790948152542114,0.7202846223873824
154,0.94304734,0.23068524412149508,0.7780172228813171,0.7478478004320942
155,0.93897927,0.22992384036969857,0.7801724076271057,0.7228963226401086
156,0.9441568,0.22566685698838276,0.78125,0.7395268000726556
157,0.93971896,0.23536542185841228,0.7737069129943848,0.7493993524815245
158,0.943787,0.22692737005342392,0.774784505367279,0.7196744769201453
